# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.799607098102569580e-03 8.996532298624515533e-03 9.938646107912063599e-03 3.177706956863403320e+00 7.552026957273483276e-02 1.901446878910064697e-01 1.008936855942010880e-02 9.108008816838264465e-03 1.007413305342197418e-02 3.177706956863403320e+00 7.552026957273483276e-02 1.901446878910064697e-01
1.000000000000000000e+02 2.239034278318285942e-03 4.781544339493848383e-05 4.819982219487428665e-03 1.179124712944030762e+00 7.785534113645553589e-02 5.437679647002369165e-05 1.965232659131288528e-03 4.059302955283783376e-05 4.851869307458400726e-03 1.179124712944030762e+00 7.785534113645553589e-02 5.437679647002369165e-05
2.000000000000000000e+02 2.557541942223906517e-03 8.187922503566369414e-05 6.129450164735317230e-03 1.140320181846618652e+00 7.597433775663375854e-02 3.362333518452942371e-04 2.215118147432804108e-03 7.054443267406895757e-05 5.957503337413072586e-03 1.140320181846618652e+00 7.597433775663375854e-02 3.362333518452942371e-04
3.000000000000000000e+02 3.110128454864025116e-03 9.541076142340898514e-04 7.209036033600568771e-03 9.851396083831787109e-01 7.435037940740585327e-02 2.534515806473791599e-04 2.252578269690275192e-03 8.346565300598740578e-04 6.402875296771526337e-03 9.851396083831787109e-01 7.435037940740585327e-02 2.534515806473791599e-04
4.000000000000000000e+02 1.325055491179227829e-02 1.516935648396611214e-03 1.496030017733573914e-03 9.117576479911804199e-01 8.323730528354644775e-02 7.176314102252945304e-05 1.145805511623620987e-02 1.298906747251749039e-03 1.290288055315613747e-03 9.117576479911804199e-01 8.323730528354644775e-02 7.176314102252945304e-05
5.000000000000000000e+02 1.445535570383071899e-02 5.207728128880262375e-03 2.341361949220299721e-03 8.627983927726745605e-01 8.919698745012283325e-02 1.278389594517648220e-03 1.272626221179962158e-02 3.983546048402786255e-03 1.923165167681872845e-03 8.627983927726745605e-01 8.919698745012283325e-02 1.278389594517648220e-03
6.000000000000000000e+02 1.398298516869544983e-02 7.340368349105119705e-03 4.055929835885763168e-03 8.358165621757507324e-01 8.736269176006317139e-02 1.675869803875684738e-03 1.156344916671514511e-02 5.626530852168798447e-03 2.974479692056775093e-03 8.358165621757507324e-01 8.736269176006317139e-02 1.675869803875684738e-03
7.000000000000000000e+02 1.876260153949260712e-02 5.138054024428129196e-03 5.098009482026100159e-03 7.850968241691589355e-01 7.905802130699157715e-02 7.912052678875625134e-04 1.496685203164815903e-02 3.204843495041131973e-03 3.581510856747627258e-03 7.850968241691589355e-01 7.905802130699157715e-02 7.912052678875625134e-04
8.000000000000000000e+02 2.247939631342887878e-02 7.549138274043798447e-03 7.247021421790122986e-03 6.879779100418090820e-01 7.602643221616744995e-02 1.031145686283707619e-03 1.764722354710102081e-02 4.978065844625234604e-03 5.037412978708744049e-03 6.879779100418090820e-01 7.602643221616744995e-02 1.031145686283707619e-03
9.000000000000000000e+02 2.864552661776542664e-02 1.225638668984174728e-02 1.071446947753429413e-02 5.615578293800354004e-01 6.739502400159835815e-02 1.170000759884715080e-03 2.083719521760940552e-02 8.817684836685657501e-03 7.588810753077268600e-03 5.615578293800354004e-01 6.739502400159835815e-02 1.170000759884715080e-03
1.000000000000000000e+03 2.819968201220035553e-02 1.494925655424594879e-02 1.826229132711887360e-02 3.989609777927398682e-01 5.489828065037727356e-02 1.111684134230017662e-03 2.023018710315227509e-02 1.071756053715944290e-02 1.406213175505399704e-02 3.989609777927398682e-01 5.489828065037727356e-02 1.111684134230017662e-03
1.100000000000000000e+03 2.609041519463062286e-02 1.630637608468532562e-02 2.047902345657348633e-02 2.396391928195953369e-01 4.507778584957122803e-02 1.224463107064366341e-03 1.887986809015274048e-02 1.093345414847135544e-02 1.643719524145126343e-02 2.396391928195953369e-01 4.507778584957122803e-02 1.224463107064366341e-03
1.200000000000000000e+03 2.149568498134613037e-02 1.418544724583625793e-02 1.712609827518463135e-02 1.526149809360504150e-01 3.844802454113960266e-02 8.259099558927118778e-04 1.539339590817689896e-02 9.341368451714515686e-03 1.434819120913743973e-02 1.526149809360504150e-01 3.844802454113960266e-02 8.259099558927118778e-04
1.300000000000000000e+03 2.152616158127784729e-02 1.058722008019685745e-02 1.130513846874237061e-02 1.090310662984848022e-01 3.340233862400054932e-02 5.283259088173508644e-04 1.465867459774017334e-02 7.385231554508209229e-03 9.110352024435997009e-03 1.090310662984848022e-01 3.340233862400054932e-02 5.283259088173508644e-04
1.400000000000000000e+03 1.634646393358707428e-02 9.097621776163578033e-03 8.572735823690891266e-03 8.495821058750152588e-02 3.166181221604347229e-02 5.610968219116330147e-04 1.205430924892425537e-02 6.458471063524484634e-03 6.755302660167217255e-03 8.495821058750152588e-02 3.166181221604347229e-02 5.610968219116330147e-04
1.500000000000000000e+03 1.476135943084955215e-02 7.990230806171894073e-03 7.020215503871440887e-03 7.071658968925476074e-02 2.911207638680934906e-02 5.579142016358673573e-04 1.045825053006410599e-02 5.650890059769153595e-03 5.072067491710186005e-03 7.071658968925476074e-02 2.911207638680934906e-02 5.579142016358673573e-04
1.600000000000000000e+03 3.069702535867691040e-02 7.034905254840850830e-03 9.121866896748542786e-03 6.648918986320495605e-02 2.512903138995170593e-02 5.385715048760175705e-04 2.699690870940685272e-02 5.260909441858530045e-03 7.806169800460338593e-03 6.648918986320495605e-02 2.512903138995170593e-02 5.385715048760175705e-04
