# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.134669706225395203e-01 1.351816505193710327e-01 8.864272236824035645e-01 3.000463962554931641e+00 3.798601925373077393e-01 5.223815441131591797e-01 1.084780246019363403e-01 1.182540059089660645e-01 9.405131340026855469e-01 3.000463962554931641e+00 3.798601925373077393e-01 5.223815441131591797e-01
1.000000000000000000e+02 1.748668146319687366e-04 4.671747228712774813e-05 6.416073068976402283e-03 1.191681385040283203e+00 7.378216087818145752e-02 2.844785967681673355e-06 1.154406563728116453e-04 4.605031790561042726e-05 6.692782510071992874e-03 1.191681385040283203e+00 7.378216087818145752e-02 2.844785967681673355e-06
1.000000000000000000e+02 1.748668146319687366e-04 4.671747228712774813e-05 6.416073068976402283e-03 1.191681385040283203e+00 7.378216087818145752e-02 2.844785967681673355e-06 1.154406563728116453e-04 4.605031790561042726e-05 6.692782510071992874e-03 1.191681385040283203e+00 7.378216087818145752e-02 2.844785967681673355e-06
1.000000000000000000e+04 6.489702034741640091e-03 4.933678545057773590e-03 5.137322936207056046e-03 9.569107294082641602e-01 6.792450696229934692e-02 2.832270693033933640e-03 4.918257240206003189e-03 4.001601133495569229e-03 3.192852251231670380e-03 9.569107294082641602e-01 6.792450696229934692e-02 2.832270693033933640e-03
2.000000000000000000e+04 9.530706331133842468e-03 5.915485788136720657e-03 5.636440124362707138e-03 8.941489458084106445e-01 6.950163096189498901e-02 2.854255260899662971e-03 9.776867926120758057e-03 4.352654796093702316e-03 4.123070277273654938e-03 8.941489458084106445e-01 6.950163096189498901e-02 2.854255260899662971e-03
3.000000000000000000e+04 4.602124541997909546e-02 6.860991939902305603e-03 2.249799668788909912e-02 6.814025044441223145e-01 7.614938914775848389e-02 9.590269764885306358e-04 5.102270096540451050e-02 5.580667871981859207e-03 1.562792621552944183e-02 6.814025044441223145e-01 7.614938914775848389e-02 9.590269764885306358e-04
4.000000000000000000e+04 1.012584045529365540e-01 7.975842803716659546e-03 3.017130680382251740e-02 3.868819773197174072e-01 7.418978959321975708e-02 1.805325504392385483e-03 9.945530444383621216e-02 6.586073432117700577e-03 2.437428012490272522e-02 3.868819773197174072e-01 7.418978959321975708e-02 1.805325504392385483e-03
5.000000000000000000e+04 8.832498639822006226e-02 1.912328600883483887e-02 4.462674260139465332e-02 2.203411608934402466e-01 4.978149011731147766e-02 2.133905189111828804e-03 9.850149601697921753e-02 2.334348484873771667e-02 3.610393777489662170e-02 2.203411608934402466e-01 4.978149011731147766e-02 2.133905189111828804e-03
6.000000000000000000e+04 8.710142225027084351e-02 1.886646077036857605e-02 5.389704555273056030e-02 1.708316802978515625e-01 4.363540187478065491e-02 1.491930685006082058e-03 9.844907373189926147e-02 2.182519063353538513e-02 4.616850242018699646e-02 1.708316802978515625e-01 4.363540187478065491e-02 1.491930685006082058e-03
7.000000000000000000e+04 8.328066021203994751e-02 1.872892118990421295e-02 5.480473488569259644e-02 1.552539318799972534e-01 4.250442609190940857e-02 1.591530744917690754e-03 9.323155134916305542e-02 2.135839499533176422e-02 4.725952073931694031e-02 1.552539318799972534e-01 4.250442609190940857e-02 1.591530744917690754e-03
8.000000000000000000e+04 8.064273744821548462e-02 1.831994950771331787e-02 5.482653528451919556e-02 1.448978930711746216e-01 4.135012999176979065e-02 1.579875824972987175e-03 8.925744891166687012e-02 2.063397131860256195e-02 4.767378419637680054e-02 1.448978930711746216e-01 4.135012999176979065e-02 1.579875824972987175e-03
9.000000000000000000e+04 7.854335755109786987e-02 1.792105287313461304e-02 5.469998344779014587e-02 1.373006254434585571e-01 4.034726694226264954e-02 1.539825112558901310e-03 8.595101535320281982e-02 1.993982307612895966e-02 4.795682430267333984e-02 1.373006254434585571e-01 4.034726694226264954e-02 1.539825112558901310e-03
1.000000000000000000e+05 7.676441967487335205e-02 1.757202297449111938e-02 5.457896366715431213e-02 1.314852088689804077e-01 3.949021920561790466e-02 1.491742674261331558e-03 8.317295461893081665e-02 1.931221596896648407e-02 4.817890375852584839e-02 1.314852088689804077e-01 3.949021920561790466e-02 1.491742674261331558e-03
1.001000000000000000e+05 7.670692354440689087e-02 1.756861805915832520e-02 5.460933595895767212e-02 1.314413398504257202e-01 3.948415815830230713e-02 1.491596805863082409e-03 8.308280259370803833e-02 1.930595561861991882e-02 4.821718111634254456e-02 1.314413398504257202e-01 3.948415815830230713e-02 1.491596805863082409e-03
